abbr.;LEN;full_name_local;full_name_english;country
ASBL;4;Association sans but lucratif;Non-profit association ;LU
FIAR;4;Fonds d'investissement alternatif reservé ;Alternative investment funds reserved;LU
COOP;4;Cooperatives;Cooperatives;MT
s.c.;4;spółki cywilne;civil law partnership;PL
S.A.;4;spółki akcyjne;joint-stock company;PL
s.j.;4;spółki jawne;registered partnership;PL
SUni;4;Sociedade Unipessoal Por Quotas;Single holder private limited company;PT
SOCI;4;Sociedade Civil;Civil society;PT
EIRL;4;Estabelecimento Individual de Responsabilidade Limitada;Individual business with limited liability;PT
Coop;4;Cooperativa;Cooperative;PT
Fund;4;Fundação;Foundation;PT
PCDP;4;Pessoa Coletiva de Direito Público;Public law institution;PT
EPMR;4;Entidade Pública Municipal, Intermunicipal e Regional;Municipal, Intermunicipal and Regional public company;PT
k.d.;4;Komanditna družba k.d.;Limited partnership (UK);SI
d.d.;4;Delniška družba d.d.;Plc (UK);SI
N.O.;4;Nezisková organizácia;Not profitable organization;SK
a.s.;4;Akciová spoločnosť;Joint stock company;SK
š.p.;4;Štátny podnik;State enterprise;SK
EEIG;4;European Economic Interest Grouping;European economic interest grouping;-
EGTC;4;European Grouping of Territorial cooperation;European Grouping of Territorial cooperation;-
UTVA ;5;Unité TVA ;VAT Group;BE
 MWSE;5; Mehrwertsteuereinheit;VAT Group;BE
SCRI ;5;Société coopérative à responsabilité illimitée ;Cooperative partnership with unlimited liability;BE
SCRL ;5;Société coopérative à responsabilité limitée ;Cooperative company with limited liability;BE
 KGaA;5; Kommanditgesellschaft auf Aktien;Partnership limited by shares;BE
SPRL ;5;Société privée à responsabilité limitée ;Private limited liability company;BE
ASBL ;5;Association sans but lucratif ;Non-profit association;BE
 VZW ;5; Vereniging zonder winstoogmerk ;Non-profit association;BE
MUTU ;5;Mutualité ;Mutual health fund / Mutual Benefit Society / National Union of mutual health funds;BE
 OVV ;5; Caisse commune d'assurances de droit privé ;Mutual insurance association / Mutual insurance fund under private law;BE
 PrSt;5; Privatstiftung;Private Foundation;BE
ISBL ;5;Institution sans but lucratif ;Non-profit institution;BE
 IZW ;5; Instelling zonder winstoogmerk ;Non-profit institution;BE
 SON ;5; Stichting van openbaar nut ;Public utility foundation;BE
 PRV ;5; Andere privaatrechtelijke vorm met rechtspersoonlijkheid ;Other private-law form with legal personality;BE
 ESV ;5; Economisch samenwerkingsverband  ;Economic interest grouping;BE
 VME ;5; Vereniging van mede-eigenaars ;Joint owners' association;BE
 IVoG;5; Internationale Vereinigung ohne Gewinnerzielungsabsicht;International non-profit association;BE
 BVB ;5; Berg van Barmhartigheid ;Pawnshop;BE
 FOD ;5; Federale overheidsdienst ;Federal Public Service;BE
 POD ;5; Programmatorische federale overheidsdienst ;Federal Public Planning Service ;BE
 FödD;5; Anderer föderale Dienst;Other federal service;BE
 FlRG;5; Behörde der Flämischen Region und der Flämischen Gemeinschaft;Authorities of the Flemish Region and the Flemish Community;BE
CPAS ;5;Centre public d'action sociale ;Public social welfare centre;BE
 ÖSHZ;5; Öffentliches Sozialhilfezentrum;Public social welfare centre;BE
 HVZ ;5; Hulpverleningszone ;Relief zone;BE
ADSIC;5;Акционерно дружество със специална инвестиционна цел (АДСИЦ);Joint-Stock Special Investment Company;BG
PartG;5;Partnerschaftsgesellschaft;Registered partnership company;DE
InvAG;5;Investmentaktiengesellschaft;Public limited investment company;DE
JPahR;5;Juristische Person alten hamburgischen Rechts;Legal entity under old Hamburg law;DE
as oy;5;Asunto-osakeyhtiö;Housing company;FI
SIVOM;5;Syndicat intercommunal à vocation multiple ;Inter-municipality syndicate with multiple aims;FR
OPHLM;5;Office public d'habitation à loyer modéré ;Public affordable housing office;FR
Other;5;Λοιπά ;Other Legal Forms;GR
j.t.d;5;Javno trgovačko društvo;Public company;HR
s.d.d;5;Športsko dioničko društvo;Sport joint-stock company;HR
UCITS;5;Undertakings for Collective Investment in Transferable Securities (UCITS) ;;IE
Other;5;ALTRI, e.g. FONDAZIONE, ASSOCIAZIONE, NO-PROFIT;Other, e.g. Foundation, Association, No profit organization;IT
SARL ;5;Société à responsabilité limitée;Limited liability company;LU
SARLS;5;Société à responsabilité limitée simplifiée;Simplified limited liability company;LU
SECSP;5;Société en commandite speciale;Special limited partnership;LU
SICAV;5;Société d'investissement à capital variable;Open-ended investment company;LU
SICAF;5;Société d'investissement à capital fixe;Closed-ended investment company;LU
ASSEP;5;Association d'épargne pension;Pensions Savings Association ;LU
SICAR;5;Société d'investissement à capital risque ;Risk capital investment company ;LU
PCOMM;5;En commandite;A limited Partnership;MT
INVCO;5;Investment Company;Investment companies with fixed share capital;MT
sp.p.;5;spółki partnerskie;professional partnership;PL
sp.k.;5;spółki komandytowe;limited partnership;PL
Coman;5;Sociedades em Comandita;Limited partnership;PT
Assoc;5;Associação;Association;PT
k. s.;5;Komanditná spoločnosť;Société commandite;SK
 BTWE ;6; BTW-eenheid ;VAT Group;BE
 CVOA ;6; Coöperatieve vennootschap met onbeperkte aansprakelijkheid ;Cooperative partnership with unlimited liability;BE
 CVBA ;6; Coöperatieve vennootschap met beperkte aansprakelijkheid ;Cooperative company with limited liability;BE
 BVBA ;6; Besloten vennootschap met beperkte aansprakelijkheid ;Private limited liability company;BE
 PGmbH;6; Privatgesellschaft mit beschränkter Haftung;Private limited liability company;BE
AISBL ;6;Association internationale sans but lucratif ;International non-profit association;BE
 IVZW ;6; Internationale vereniging zonder winstoogmerk ;International non-profit association;BE
PIETE ;6;Monts-de-Piété ;Pawnshop;BE
SC SA ;6;Société civile sous forme de société anonyme ;Non-trading company in the form of a public limited company;BE
 OCMW ;6; Openbaar centrum voor maatschappelijk welzijn ;Public social welfare centre;BE
APROJ ;6;Association de projet ;Project association;BE
 DlvFL;6; Dienstleistungsvereinigung (Flämische Region);Services provider association (Flemish Region);BE
 VÖSHZ;6; Vereinigung von öffentlichen Sozialhilfezentren;Association of public centres for social welfare;BE
 GuHsZ;6; Genossenschaft mit unbeschränkter Haftung mit sozialer Zielsetzung;Cooperative company with unlimited liability with a social purpose;BE
 GbHsZ;6; Genossenschaft mit beschränkter Haftung mit sozialer Zielsetzung;Cooperative company with limited liability with a social purpose;BE
SA FS ;6;Société anonyme à finalité sociale ;Public limited company with a social purpose;BE
 AGmsZ;6; Aktiengesellschaft mit sozialer Zielsetzung;Public limited company with a social purpose;BE
 RFmsZ;6; Andere öffentlich-rechtliche Rechtsform mit sozialer Zielsetzung;Other form with a social purpose, governed by public law;BE
SASPJ ;6;Société ou association sans personnalité juridique ;Company or association without legal personality;BE
 GVoRP;6; Gesellschaften oder Vereinigungen ohne Rechtspersönlichkeit;Company or association without legal personality;BE
PUBLaw;6;Οντότητες που διέπονται από το δημόσιο δίκαιο;Entities governed by public law;CY
v.o.s.;6;Veřejná obchodní společnost;General partnership;CZ
s.r.o.;6;Společnost s ručením omezeným;Ltd (UK);CZ
o.p.s.;6;Obecně prospěšná společnost;One of the legal forms for non-governmental non-profit organizations;CZ
ZweckV;6;Zweckverband;Special-purpose association;DE
S COOP;6;Sociedad Cooperativa;Cooperative company;ES
d.o.o.;6;Društvo s ograničenom odgovornošću;Limited liability company;HR
SEPCAV;6;Société d’épargne-pension à capital variable ;Variable Capital Pension Savings Company ;LU
S.K.A.;6;spółki komandytowo - akcyjne;limited joint-stock partnership;PL
HB, KB;6;Handelsbolag, kommanditbolag (HB, KB) ;Limited partnership;SE
d.n.o.;6;Družba z neomejeno odgovornostjo d.n.o.;Unlimited company (UK);SI
d.o.o.;6;Družba z omejeno odgovornostjo d.o.o.;Ltd (UK);SI
k.d.d.;6;Komanditna delniška družba k.d.d.;Limited partnership with share capital;SI
z.o.o.;6;Zadruga z.o.o.;Cooperative z.o.o.;SI
z.b.o.;6;Zadruga z.b.o.;Cooperative z.b.o.;SI
d.v.z.;6;Družba za vzajemno zavarovanje d.v.z.;Mutual insurance company d.v.z.;SI
v.o.s.;6;Verejná obchodná spoločnosť;Public commercial company;SK
s.r.o.;6;Spoločnosť s ručením obmedzeným;Limited liability company;SK
 PRVGaG;7; Onderlinge verzekeringsvereniging ;Mutual insurance association / Mutual insurance fund under private law;BE
FDP PJ ;7;Autre forme de droit privé avec personnalité juridique ;Other private-law form with legal personality;BE
 GmuHGB;7; Öffentlich-rechtliche Genossenschaft mit unbeschränkter Haftung, Genossenschaft auf Beteiligung;Cooperative company with unlimited liability, Participating cooperative, governed by public law;BE
SA DPU ;7;Société anonyme de droit public ;Public limited company, governed by public law;BE
 NV PR ;7; Naamloze vennootschap van publiek recht ;Public limited company, governed by public law;BE
 ÖrVgGe;7; Öffentlich-rechtliche Versicherungsvereinigung auf Gegenseitigkeit;Mutual insurance association, governed by public law;BE
 ZvGGbH;7; Zivilrechtliche Gesellschaft in der Rechtsform einer Genossenschaft mit beschränkter Haftung;Non-trading company in the form of a cooperative company with limited liability;BE
SC SNC ;7;Société civile sous forme de société en nom collectif ;Non-trading company in the form of a general partnership;BE
SC SCS ;7;Société civile sous forme de société en commandite simple ;Non-trading company in the form of an ordinary limited partnership;BE
SC SCA ;7;Société civile sous forme de société en commandite par actions ;Non-trading company in the form of a partnership limited by shares;BE
 BV NV ;7; Burgerlijke vennootschap onder vorm van naamloze vennootschap ;Non-trading company in the form of a public limited company;BE
 ZRG AG;7; Zivilrechtliche Gesellschaft in der Rechtsform einer Aktiengesellschaft;Non-trading company in the form of a public limited company;BE
 BV LV ;7; Burgerlijke Vennootschap onder vorm van Landbouwvennootschap (BV LV) ;Non-trading company in the form of an agricultural company;BE
 ZRG LG;7; Zivilrechtliche Gesellschaft in der Rechtsform einer landwirtschaftlichen Gesellschaft;Non-trading company in the form of an agricultural company;BE
POLLOC ;7;Police locale ;Local Police;BE
ACMISS ;7;Association chargée de mission (Région flamande) ;Project entrusted association (Flemish Region);BE
 BVerFL;7; Beauftragte Vereinigung (Flämische Region);Project entrusted association (Flemish Region);BE
SNC FS ;7;Société en nom collectif à finalité sociale ;General partnership with a social purpose;BE
 OHGmsZ;7; Offene Handelsgesellschaft mit sozialer Zielsetzung;General partnership with a social purpose;BE
SCS FS ;7;Société en commandite simple à finalité sociale ;Ordinary limited partnership with a social purpose;BE
 EKGmsZ;7; Einfache Kommanditgesellschaft mit sozialer Zielsetzung;Ordinary limited partnership with a social purpose;BE
SCA FS ;7;Société en commandite par actions à finalité sociale ;Partnership limited by shares with a social purpose;BE
 NV SO ;7; Naamloze vennootschap met een sociaal oogmerk ;Public limited company with a social purpose;BE
 PmbHsZ;7; Privatgesellschaft mit beschränkter Haftung mit sozialer Zielsetzung;Private limited liability company with a social purpose;BE
GIE FS ;7;Groupement d'intérêt économique à finalité sociale ;Economic interest grouping with a social purpose;BE
 WIVmsZ;7; Wirtschaftliche Interessenvereinigung mit sozialer Zielsetzung;Economic interest grouping with a social purpose;BE
 VVZRL ;7; Vennootschap of vereniging zonder rechtspersoonlijkheid ;Company or association without legal personality;BE
 Gen.mbH;8; Genossenschaft mit beschränkter Haftung;Cooperative company with limited liability;BE
 V.O.F. ;8; Vennootschap onder firma ;General partnership;BE
 Comm.V ;8; Gewone commanditaire vennootschap ;Ordinary limited partnership;BE
 ZIEK F ;8; Ziekenfonds ;Mutual health fund / Mutual Benefit Society / National Union of mutual health funds;BE
S. Agr. ;8;Société agricole ;Agricultural company;BE
 PRRFmRP;8; Andere privatrechtliche Rechtsform mit Rechtspersönlichkeit;Other private-law form with legal personality;BE
SCRI CP ;8;Coopérative à responsabilité illimitée, coopérative de participation, de droit public ;Cooperative company with unlimited liability, Participating cooperative, governed by public law;BE
 ÖfrGmbH;8; Öffentlich-rechtliche Genossenschaft mit beschränkter Haftung;Cooperative company with limited liability, governed by public law;BE
 Ö.-r.AG;8; Öffentlich-rechtliche Aktiengesellschaft;Public limited company, governed by public law;BE
 VZW PR ;8; Vereniging zonder winstoogmerk van publiek recht ;Non-profit association, governed by public law;BE
SAM DPU ;8;Association d'assurances mutuelles de droit public ;Mutual insurance association, governed by public law;BE
 OVV PR ;8; Onderlinge verzekeringsvereniging van publiek recht ;Mutual insurance association, governed by public law;BE
 Ewg-Bwg;8; Entwässerungsgenossenschaft - Bewässerungsgenossenschaft;Polder - watering;BE
SC SCRI ;8;Société civile sous forme de société coopérative à responsabilité illimitée ;Non-trading company in the form of a cooperative company with unlimited liability;BE
SC SCRL ;8;Société civile sous forme de société coopérative à responsabilité limitée ;Non-trading company in the form of a cooperative company with limited liability;BE
 BV VOF ;8; Burgerlijke vennootschap onder vorm van vennootschap onder firma ;Non-trading company in the form of a general partnership;BE
 ZRG OHG;8; Zivilrechtliche Gesellschaft in der Rechtsform einer offenen Handelsgesellschaft;Non-trading company in the form of a general partnership;BE
 BV GCV ;8; Burgerlijke vennootschap onder vorm van gewone commanditaire vennootschap ;Non-trading company in the form of an ordinary limited partnership;BE
 ZRG EKG;8; Zivilrechtliche Gesellschaft in der Rechtsform einer einfachen Kommanditgesellschaft;Non-trading company in the form of an ordinary limited partnership;BE
 BV CVA ;8; Burgerlijke vennootschap onder vorm van commanditaire vennootschap op aandelen ;Non-trading company in the form of a partnership limited by shares;BE
SC SPRL ;8;Société civile sous forme de société privée à responsabilité limitée ;Non-trading company in the form of a private limited liability company;BE
 ZvGPgbH;8; Zivilrechtliche Gesellschaft in der Rechtsform einer Privatgesellschaft mit beschränkter Haftung;Non-trading company in the form of a private limited liability company;BE
SC SAGR ;8;Société civile sous forme de société agricole ;Non-trading company in the form of an agricultural company;BE
 LOKPOL ;8; Lokale politiezone ;Local Police;BE
 PROJ V ;8; Projectvereniging ;Project association;BE
RCOMAUT ;8;Régie communale autonome ;Autonomous municipal company;BE
SCRI FS ;8;Société coopérative à responsabilité illimitée à finalité sociale ;Cooperative company with unlimited liability with a social purpose;BE
SCRL FS ;8;Société coopérative à responsabilité limitée à finalité sociale ;Cooperative company with limited liability with a social purpose;BE
 VOF SO ;8; Vennootschap onder firma met een sociaal oogmerk ;General partnership with a social purpose;BE
 GCW SO ;8; Gewone commanditaire vennootschap met een sociaal oogmerk ;Ordinary limited partnership with a social purpose;BE
 CVA SO ;8; Commanditaire vennootschap op aandelen met een sociaal oogmerk ;Partnership limited by shares with a social purpose;BE
 KGaAmsZ;8; Kommanditgesellschaft auf Aktien mit sozialer Zielsetzung;Partnership limited by shares with a social purpose;BE
SPRL FS ;8;Société privée à responsabilité limitée à finalité sociale ;Private limited liability company with a social purpose;BE
 ESV SO ;8; Economisch samenwerkingsverband met een sociaal oogmerk ;Economic interest grouping with a social purpose;BE
a.m.b.a.;8;Andelsselskab (-forening) begr. ansvar;Limited liability cooperative society;DK
s.m.b.a.;8;Selskab med begrænset ansvar;Limited liability company;DK
f.m.b.a.;8;Forening med begrænset ansvar;Limited liability association;DK
j.d.o.o.;8;Jednostavno društvo s ograničenom odgovornošću;Simple limited liability company;HR
Ek. för.;8;Ekonomisk förening (Ek. för.) ;Economic association (minimum three members);SE
 Gen.mubH;9; Genossenschaft mit unbeschränkter Haftung;Cooperative partnership with unlimited liability;BE
 Comm.VA ;9; Commanditaire vennootschap op aandelen ;Partnership limited by shares;BE
 Kankenka;9; Krankenkasse ;Mutual health fund / Mutual Benefit Society / National Union of mutual health funds;BE
FONDPRIV ;9;Fondation privée ;Private Foundation;BE
 CVOA CD ;9; Coöperatieve vennootschap met onbeperkte aansprakelijkheid, bij wijze van deelneming van publiek recht ;Cooperative company with unlimited liability, Participating cooperative, governed by public law;BE
SCRL DPU ;9;Société coopérative à responsabilité limitée de droit public ;Cooperative company with limited liability, governed by public law;BE
 CVBA PR ;9; Coöperatieve vennootschap met beperkte aansprakelijkheid van publiek recht ;Cooperative company with limited liability, governed by public law;BE
ASBL DPU ;9;Association sans but lucratif de droit public ;Non-profit association, governed by public law;BE
 ÖrVohGza;9; Öffentlich-rechtliche Vereinigung ohne Gewinnerzielungsabsicht;Non-profit association, governed by public law;BE
ETSPUBLI ;9;Etablissement public ;Public institution;BE
 BV CVOA ;9; Burgerlijke vennootschap onder vorm van coöperatieve vennootschap met onbeperkte aansprakelijkheid ;Non-trading company in the form of a cooperative company with unlimited liability;BE
 ZvGGugcH;9; Zivilrechtliche Gesellschaft in der Rechtsform einer Genossenschaft mit unbeschränkter Haftung;Non-trading company in the form of a cooperative company with unlimited liability;BE
 BV CVBA ;9; Burgerlijke vennootschap onder vorm van coöperatieve vennootschap met beperkte aansprakelijkheid ;Non-trading company in the form of a cooperative company with limited liability;BE
 ZRG KGaA;9; Zivilrechtliche Gesellschaft in der Rechtsform einer Kommanditgesellschaft auf Aktien;Non-trading company in the form of a partnership limited by shares;BE
 BV BVBA ;9; Burgerlijke vennootschap onder vorm van besloten vennootschap met beperkte aansprakelijkheid ;Non-trading company in the form of a private limited liability company;BE
SERVFEDE ;9;Autre service fédéral ;Other federal service;BE
REGCOMNL ;9;Autorité de la Région flamande et de la Communauté flamande ;Authorities of the Flemish Region and the Flemish Community;BE
REGBRXCA ;9;Autorité de la Région de Bruxelles-Capitale ;Authorities of the Brussels Capital Region;BE
COMMFRAN ;9;Autorité de la Communauté française ;Authorities of the French Community;BE
COMGERMA ;9;Autorité de la Communauté germanophone ;Authorities of the German-speaking Community;BE
AUTOPROV ;9;Autorité provinciale ;Provincial Authority;BE
 Provbehö;9; Provinzialbehörde;Provincial Authority;BE
COMMUNES ;9;Ville ;City / municipality;BE
 Gemeinde;9; Stad ;City / municipality;BE
 Prjverng;9; Projektvereinigung;Project association;BE
ASS SERV ;9;Association prestataire de services (Région flamande) ;Services provider association (Flemish Region);BE
 DIENSTV ;9; Dienstverlenende vereniging (Vlaams Gewest) ;Services provider association (Flemish Region);BE
 AutGemRg;9; Autonome Gemeinderegie;Autonomous municipal company;BE
RPROVAUT ;9;Régie provinciale autonome ;Autonomous provincial company;BE
 AUTOPRB ;9; Autonoom provinciebedrijf ;Autonomous provincial company;BE
 AutPrvRg;9; Autonome Provinzialregie;Autonomous provincial company;BE
Ass.CPAS ;9;Association de CPAS ;Association of public centres for social welfare;BE
 CVOA SO ;9; Coöperatieve vennootschap met onbeperkte aansprakelijkheid met een sociaal oogmerk ;Cooperative company with unlimited liability with a social purpose;BE
 CVBA SO ;9; Coöperatieve vennootschap met beperkte aansprakelijkheid met een sociaal oogmerk ;Cooperative company with limited liability with a social purpose;BE
 BVBA SO ;9; Besloten vennootschap met beperkte aansprakelijkheid met een sociaal oogmerk ;Private limited liability company with a social purpose;BE
FORME FS ;9;Autre forme à finalité sociale de droit public ;Other form with a social purpose, governed by public law;BE
 VORM SO ;9; Andere vorm met een sociaal oogmerk van publiek recht ;Other form with a social purpose, governed by public law;BE
SPFPL SCA;9;Société de Participations Financières de Profession Libérale Société en commandite par actions;Professional holding company Partnership limited by shares;FR
SPFPL SAS;9;Société de Participations Financières de Profession Libérale Société par actions simplifiée;Professional holding company Simplified joint stock company;FR
 PRIV ST. ;10; Private stichting ;Private Foundation;BE
 FEDEDIEN ;10; Andere federale dienst ;Other federal service;BE
 VLGEWGEM ;10; Overheid van het Vlaamse Gewest en van de Vlaamse Gemeenschap ;Authorities of the Flemish Region and the Flemish Community;BE
 BRUHOOGE ;10; Overheid van het Brusselse Hoofdstedelijk Gewest ;Authorities of the Brussels Capital Region;BE
 FRAGEMEE ;10; Overheid van de Franse Gemeenschap ;Authorities of the French Community;BE
 DUITGEME ;10; Overheid van de Duitstalige Gemeenschap ;Authorities of the German-speaking Community;BE
 PROVOVER ;10; Provinciale overheid ;Provincial Authority;BE
 GEMEENTE ;10; commune ;City / municipality;BE
 OPDRAVER ;10; Opdrachthoudende vereniging (Vlaams Gewest) ;Project entrusted association (Flemish Region);BE
 AUTOGEMB ;10; Autonoom gemeentebedrijf ;Autonomous municipal company;BE
 Ver.OCMW ;10; Vereniging van OCMW's ;Association of public centres for social welfare;BE
SA LABORAL;10;Sociedad Anónima Laboral;Worker-owned public limited company ;ES
SL LABORAL;10;Sociedad Limitada Laboral;Worker-owned private limited company ;ES
SPFPL SARL;10;Société de Participations Financières de Profession Libérale Société à responsabilité limitée;Professional holding company Limited liability company;FR
sp. z o.o.;10;spółki z ograniczoną odpowiedzialnością;limited liability company;PL
.. & Co. KG;11;Kommanditgesellschaft mit haftungsbeschränktem Komplementär;Limited partnership (fully limited) ;DE
.. & Co. OHG;12;Offene Handelsgesellschaft mit haftungsbeschränktem Gesellschafter;General partnership (partially limited);DE
S. COM. P.A.;12;Sociedad Comanditaria por acciones;Limited stock partnership;ES
.. & Co. KGaA;13;Kommanditgesellschaft auf Aktien mit haftungsbeschränktem Komplementär;Partnership limited by shares (fully lmited);DE
S. EN C. o S. COM.;18;Sociedad Comanditaria Simple;Simple limited partnership;ES
UG (haftungsbeschränkt);23;Unternehmergesellschaft (haftungsbeschränkt);Entrepreneurial company (limited liability);DE
