lemma;term
membership;memberships
memo;memos
memorandum;memoranda
memorandum;memorandums
men;mens
mentality;mentalities
mention;mentioned
mention;mentioning
mention;mentions
mentore;mentoring
mentore;mentored
menu;menus
mer;mers
merchandise;merchandising
merchandise;merchandised
merchandiser;merchandisers
merchant;merchants
merchant;merchanting
merger;mergers
merit;merits
merit;merited
merit;meriting
message;messages
message;messaged
message;messaging
met;mets
metal;metals
metal;metalled
metal;metalling
metallic;metallics
meter;meters
meter;metered
meter;metering
methane;methanes
method;methods
methodology;methodologies
metric;metrics
mexican;mexicans
mezzanine;mezzanines
micro;micros
microeconomic;microeconomics
mid;mids
mid;middest
middle;middles
middle;middled
midget;midgets
midpoint;midpoints
might;mights
migrant;migrants
migration;migrations
mil;mils
mileage;mileages
milestone;milestones
military;militaries
mine;mining
mine;mines
mine;mined
mineral;minerals
mingle;mingled
mingle;mingling
mingle;mingles
mini;minis
minimize;minimizing
minimize;minimized
minimize;minimizes
minimum;minima
minimum;minimums
ministry;ministries
minor;minors
minority;minorities
minute;minutes
minute;minuting
minute;minuted
minute;minutest
mirrore;mirroring
misdeclaration;misdeclarations
misery;miseries
mislead;misleading
mislead;misleads
mislead;misled
mismatch;mismatched
mismatch;mismatches
mismatch;mismatching
misrepresentation;misrepresentations
miss;missed
miss;missing
miss;misses
mission;missions
misstatement;misstatements
mistake;mistaken
mistake;mistakes
mistake;mistook
mistake;mistaking
mitigate;mitigated
mitigate;mitigating
mitigate;mitigates
mix;mixed
mix;mixes
mm;mms
mobile;mobiles
model;modelled
model;models
model;modelling
modele;modeling
modele;modeled
modernization;modernizations
modification;modifications
modify;modified
modify;modifying
modify;modifies
module;modules
moh;mohs
mold;molded
mold;molds
money;moneys
money;moneyed
monitor;monitored
monitor;monitors
monitoring;monitorings
monopoly;monopolies
month;months
monthly;monthlies
monument;monuments
moody;moodier
moody;moodiest
moody;moodys
moral;morals
moratorium;moratoriums
more;mores
mortality;mortalities
mortar;mortars
mortgage;mortgages
mortgage;mortgaged
mortgage;mortgaging
most;mostest
motion;motions
motion;motioned
motion;motioning
motivation;motivations
motor;motors
motor;motored
movable;movables
move;moves
move;moved
move;moving
movement;movements
mp;mps
mu;mus
mud;muds
multilateral;multilaterals
multinational;multinationals
multiple;multiples
multiple;multipled
multiplier;multipliers
multiply;multiplies
multiply;multiplying
multiply;multiplied
municipal;municipals
municipality;municipalities
must;musts
mutual;mutuals
naa;naas
name;names
name;named
narrative;narratives
nation;nations
national;nationals
nationalization;nationalizations
natural;naturals
nature;natures
nav;navs
near;nearest
near;nearer
near;nearing
near;neared
near;nears
necessary;necessaries
need;needed
need;needs
need;needing
negative;negatives
negative;negatived
negative;negativing
negligence;negligences
negligent;negligenter
negotiate;negotiated
negotiate;negotiates
negotiate;negotiating
negotiation;negotiations
neo;neos
nest;nests
nest;nested
net;netted
net;nets
netting;nettings
network;networks
network;networking
network;networked
neutral;neutrals
never;nevers
new;newer
new;newest
nf;nfer
nf;nfs
nil;nils
nip;nipped
nip;nips
nip;nipping
no;nos
nominal;nominals
nominate;nominated
nominate;nominates
nominate;nominating
nominee;nominees
nonmember;nonmembers
nonresident;nonresidents
normal;normals
normalize;normalizing
normalize;normalized
northern;northerns
not;nots
not;notting
notary;notaries
note;notes
note;noted
note;noting
notice;noticed
notice;notices
notice;noticing
notification;notifications
now;nows
number;numbers
number;numbered
number;numbering
numerator;numerators
nut;nuts
nut;nutting
nut;nutted
o;oer
object;objects
object;objected
object;objecting
objective;objectives
objectivity;objectivities
obligate;obligated
obligate;obligating
obligation;obligations
oblige;obliging
oblige;obliges
oblige;obliged
obliterate;obliterated
obliterate;obliterating
obliterate;obliterates
observable;observables
observation;observations
observe;observed
observe;observes
observe;observing
obsolete;obsoleted
obtain;obtained
obtain;obtains
obtaining;obtainings
occupancy;occupancies
occupier;occupiers
occupy;occupied
occupy;occupies
occupy;occupying
occupy;occupyed
occur;occurring
occur;occurred
occur;occurs
occurrence;occurrences
oe;oes
oem;oemed
oem;oeming
of;ofs
ofa;ofas
off;offed
off;offs
offence;offences
offer;offers
offer;offered
offer;offerring
offer;offerred
offering;offerings
office;offices
officer;officers
officer;officered
officer;officering
official;officials
offset;offsets
offset;offsetting
often;oftens
oil;oils
oil;oiling
oil;oiled
old;olds
old;older
old;oldest
oligopoly;oligopolies
ombudsman;ombudsmen
ombudsman;ombudsmans
omission;omissions
omit;omitted
omit;omitting
omit;omits
omv;omvs
on;ons
one;ones
only;onlys
op;ops
op;opped
open;opened
open;opens
opening;openings
operate;operating
operate;operated
operate;operates
operation;operations
operation;operationed
operative;operatives
operator;operators
opinion;opinions
opportunity;opportunities
opt;opts
opt;opted
opt;opting
optical;opticals
option;options
option;optioned
or;ors
or;orred
oral;orals
orchard;orchards
order;orders
order;ordered
ordering;orderings
orderly;orderlies
ordinary;ordinaries
ore;ores
organic;organics
organisation;organisations
organise;organised
organise;organising
organise;organises
organization;organizations
orient;oriented
orient;orienting
orient;orients
orientation;orientations
origin;origins
original;originals
originate;originates
originate;originated
originate;originating
origination;originations
originator;originators
orphan;orphans
other;others
other;othering
ouguiya;ouguiyas
out;outs
out;outed
outage;outages
outcome;outcomes
outflow;outflows
outflow;outflowing
outgoing;outgoings
outlay;outlays
outlay;outlaid
outlet;outlets
outlier;outliers
outline;outlining
outline;outlined
outline;outlines
output;outputs
output;outputting
outreach;outreached
outreach;outreaches
outreach;outreaching
outright;outrights
outside;outsides
outsource;outsourcing
outturn;outturns
outvote;outvoted
over;overs
over;overing
overall;overalls
overbook;overbooking
overbook;overbooked
overbook;overbooks
overburden;overburdened
overburden;overburdening
overcome;overcoming
overcome;overcomes
overcome;overcame
overdraft;overdrafts
overdraw;overdrawing
overfund;overfunding
overfund;overfunded
overhang;overhanging
overhang;overhangs
overhaul;overhauled
overhaul;overhauls
overhaul;overhauling
overhead;overheads
overlay;overlaid
overlay;overlays
overlay;overlaying
overload;overloading
overload;overloaded
overload;overloads
overnight;overnights
overnight;overnighting
overnight;overnighted
overnight;overnighter
override;overrides
overrun;overrunning
overrun;overruns
oversight;oversights
oversight;oversighted
overstate;overstates
overstate;overstating
overstate;overstated
overtrade;overtrading
overturn;overturned
overturn;overturning
overturn;overturns
overvalue;overvalued
overvalue;overvaluing
overvalue;overvalues
overview;overviews
overview;overviewing
overview;overviewed
owe;owed
owe;owes
owing;owings
own;owned
own;owns
own;owning
owner;owners
ownership;ownerships
oxley;oxleys
pa;pas
package;packages
package;packaged
package;packaging
packing;packings
pad;pads
pad;padded
pair;pairs
pair;paired
panel;panels
panel;panelled
paper;papers
paper;papering
paper;papered
par;pars
par;parring
par;parred
para;paras
parachute;parachuted
parachute;parachuting
parachute;parachutes
paragraph;paragraphs
paragraph;paragraphing
paragraph;paragraphed
parallel;parallels
parallel;paralleling
parallel;parallelled
parameter;parameters
parent;parents
parent;parenting
parent;parented
parenthetical;parentheticals
parity;parities
park;parks
park;parked
park;parking
part;parts
part;parted
partial;partials
partial;partialled
participant;participants
participate;participating
participate;participated
participate;participates
participation;participations
participator;participators
partition;partitions
partition;partitioned
partition;partitioning
partner;partners
partner;partnered
partner;partnering
partnership;partnerships
party;parties
party;partied
party;partying
party;partys
pass;passed
pass;passing
pass;passes
passage;passages
passenger;passengers
passive;passives
password;passwords
past;pasts
patent;patented
patent;patents
patent;patenting
path;paths
pathfinder;pathfinders
patient;patients
patron;patrons
patronage;patronages
pattern;patterns
pattern;patterned
pay;paid
pay;paying
pay;pays
pay;payed
payable;payables
payback;paybacks
payee;payees
payer;payers
paymaster;paymasters
payment;payments
payout;payouts
payroll;payrolls
pc;pcs
pe;pes
peak;peaks
peak;peaking
peak;peaked
peanut;peanuts
pearl;pearls
pearl;pearling
pearl;pearled
peer;peering
peer;peered
peer;peers
peg;pegs
peg;pegging
peg;pegged
penalty;penalties
pence;pences
penetration;penetrations
penny;pennies
pension;pensions
pension;pensioned
pension;pensioning
pensioner;pensioners
pep;peps
pep;pepped
pep;pepping
per;perring
per;pers
percent;percents
percentage;percentages
percentage;percentaged
perfect;perfected
perfect;perfecting
perfect;perfects
perform;performed
perform;performs
perform;performing
performance;performances
period;periods
period;perioding
periodical;periodicals
periodicity;periodicities
peripheral;peripherals
perk;perks
perk;perked
perk;perking
permanent;permanents
permit;permitted
permit;permits
permit;permitting
perpetrate;perpetrated
perpetrate;perpetrating
perpetrate;perpetrates
perpetual;perpetuals
perpetuity;perpetuities
person;persons
personnel;personnels
perspective;perspectives
pertain;pertaining
pertain;pertains
pertain;pertained
perturbation;perturbations
peseta;pesetas
peso;pesos
pest;pests
petition;petitions
petition;petitioned
petition;petitioning
petrochemical;petrochemicals
petty;pettier
petty;pettys
petty;pettiest
pfennig;pfennigs
phantom;phantoms
phase;phases
phase;phased
photocopy;photocopying
photocopy;photocopies
photocopy;photocopied
physical;physicals
piastre;piastres
picking;pickings
pickup;pickups
picture;pictured
picture;pictures
piece;pieces
piece;piecing
piece;pieced
piercing;piercings
piggyback;piggybacked
piggyback;piggybacking
piggyback;piggybacks
pill;pills
pill;pilling
pill;pilled
pink;pinker
pink;pinks
pink;pinked
pink;pinkest
pipe;piped
pipe;pipes
pipeline;pipelines
pipeline;pipelining
pipeline;pipelined
pitch;pitched
pitch;pitching
pitch;pitches
pl;pls
place;placed
place;places
place;place's
placement;placements
placing;placings
plain;plains
plain;plainest
plain;plainer
plaintiff;plaintiffs
plan;planning
plan;plans
plan;planned
planner;planners
plant;planted
plant;plants
plantation;plantations
platform;platforms
platform;platforming
plausibility;plausibilities
play;plays
pledge;pledged
pledge;pledging
pledge;pledges
plough;ploughed
plough;ploughs
plug;plugged
plug;plugging
plug;plugs
plum;plums
plus;pluses
po;pos
po;poing
pocket;pockets
point;points
point;pointed
poison;poisoned
poison;poisons
policy;policies
policyholder;policyholders
political;politicals
pollution;pollutions
pont;ponting
pont;ponts
pool;pooled
pool;pools
pool;pooling
poor;poorer
poor;poorest
poor;poors
pop;popping
pop;popped
pop;pops
population;populations
portal;portals
porter;porters
portfolio;portfolios
portion;portions
portion;portioned
portion;portioning
position;positions
position;positioned
positive;positives
possession;possessions
possibility;possibilities
possible;possibles
post;posts
post;posted
postage;postages
postal;postals
postdate;postdates
postdate;postdated
posting;postings
postpone;postponed
postpone;postpones
postponement;postponements
postulate;postulated
postulate;postulates
postulate;postulating
potential;potentials
pound;pounds
pound;pounded
power;powers
power;powered
power;powering
pps;ppss
pr;prs
pr;prest
pr;pring
practical;practicals
practice;practices
practice;practicing
practice;practiced
practitioner;practitioners
precede;preceded
precede;precedes
precede;preceding
precept;precepts
precept;precepting
precept;precepted
precision;precisions
precision;precisioning
precontract;precontracted
predecessor;predecessors
predetermine;predetermined
predetermine;predetermines
predetermine;predetermining
predict;predicting
predict;predicted
predict;predicts
prediction;predictions
predictor;predictors
preexist;preexisting
preexist;preexisted
preface;prefaced
preface;prefaces
preface;prefacing
prefer;preferred
prefer;prefers
prefer;preferring
prefer;prefered
prefer;prefering
preference;preferences
prejudice;prejudices
prejudice;prejudicing
prejudice;prejudiced
preliminary;preliminaries
preload;preloaded
preload;preloading
premise;premises
premise;premised
premise;premising
premium;premiums
preparation;preparations
prepare;prepared
prepare;preparing
prepare;prepares
preparer;preparers
prepay;prepaying
prepayment;prepayments
prerequisite;prerequisites
prescribe;prescribes
prescribe;prescribed
prescribe;prescribing
prescription;prescriptions
present;presented
present;presents
presentation;presentations
presenting;presentings
presentment;presentments
preset;presets
preset;presetting
president;presidents
pressure;pressures
pressure;pressuring
pressure;pressured
presumption;presumptions
prevail;prevailed
prevail;prevails
prevail;prevailing
prevent;preventing
prevent;prevented
prevent;prevents
prevention;preventions
preventive;preventives
price;prices
price;priced
price;pricing
primary;primaries
prime;primed
prime;priming
prime;primes
principal;principals
principle;principles
principle;principled
print;printed
print;prints
printing;printings
prior;priors
priority;priorities
priority;prioritied
prisoner;prisoners
private;privates
privatisation;privatisations
privatization;privatizations
privilege;privileges
privilege;privileged
privilege;privileging
pro;pros
probability;probabilities
probable;probables
probate;probates
problem;problems
procedure;procedures
proceed;proceeds
proceed;proceeded
proceeding;proceedings
process;processing
process;processes
process;processed
processor;processors
procurement;procurements
produce;produced
produce;producing
produce;produces
producer;producers
product;products
product;producted
production;productions
productivity;productivities
profession;professions
professional;professionals
proficiency;proficiencies
profile;profiles
profile;profiled
profile;profiling
profit;profits
profit;profited
profit;profiting
profitability;profitabilities
proforma;proformas
progeny;progenies
program;programs
program;programming
programme;programmes
programme;programmed
progress;progressing
progress;progressed
progress;progresses
progression;progressions
progressive;progressives
prohibit;prohibited
prohibit;prohibiting
prohibit;prohibits
prohibition;prohibitions
project;projects
project;projected
project;projecting
projection;projections
prominence;prominences
promise;promised
promise;promises
promise;promising
promoter;promoters
promotion;promotions
promotional;promotionals
prompt;prompted
prompt;prompts
prompt;prompter
pronouncement;pronouncements
proof;proofs
proof;proofing
proof;proofed
proofread;proofreading
propensity;propensities
property;properties
property;propertied
proportion;proportions
proportion;proportioned
proportion;proportioning
proposal;proposals
propose;proposed
propose;proposing
propose;proposes
proposition;propositions
proposition;propositioned
proposition;propositioning
proprietor;proprietors
proprietorship;proprietorships
prospect;prospects
prospect;prospecting
prospect;prospected
prospective;prospectives
protection;protections
protest;protesting
protest;protests
protest;protested
prototype;prototypes
prove;proved
prove;proven
prove;proves
provide;providing
provide;provided
provide;provides
provider;providers
provision;provisions
provision;provisioning
provision;provisioned
provisional;provisionals
proxy;proxies
proxy;proxied
prudent;prudenter
public;publics
publication;publications
publish;published
publish;publishing
publish;publishes
pud;puds
pull;pulled
pull;pulls
pump;pumps
pump;pumped
pump;pumping
punch;punching
punch;punches
punch;punched
punt;punts
punt;punting
punt;punted
purchase;purchased
purchase;purchases
purchase;purchasing
purchaser;purchasers
pure;purest
pure;purer
pure;pures
purity;purities
purpose;purposes
purpose;purposed
purpose;purposing
pursuit;pursuits
push;pushed
push;pushes
put;putting
put;puts
put;putted
put;puttest
pv;pvs
pyramid;pyramids
q;qing
qa;qaing
qualification;qualifications
qualified;qualifieds
qualify;qualifying
qualify;qualifies
quality;qualities
quango;quangos
quantification;quantifications
quantify;quantified
quantify;quantifying
quantify;quantifies
quantity;quantities
quarter;quarters
quarter;quartered
quarterly;quarterlies
queen;queens
queen;queened
queen;queening
question;questions
question;questioned
question;questionned
questionnaire;questionnaires
quetzal;quetzals
queue;queues
queue;queued
queue;queuing
queue;queueing
quick;quicker
quick;quickest
quick;quicks
quiet;quietest
quiet;quieter
quiet;quieted
quiet;quieting
quotation;quotations
quote;quoted
quote;quoting
quote;quotes
rabbi;rabbis
radio;radios
radio;radioing
rag;rags
rag;ragged
rag;ragging
raid;raided
raid;raiding
raid;raids
raider;raiders
rail;rails
rail;railed
railroad;railroading
railroad;railroads
railroad;railroaded
railway;railways
rain;raining
rain;rains
rain;rained
raise;raised
raise;raises
ram;rammed
ram;rams
ram;ramming
ran;rans
rand;rands
range;ranging
range;ranges
range;ranged
rank;ranks
rank;ranked
rank;rankest
ranking;rankings
rare;rarer
rare;raring
rare;rarest
ratchet;ratchets
rate;rates
rate;rated
rating;ratings
ratio;ratios
ratio;ratioing
ration;rations
ration;rationed
ration;rationing
rationale;rationales
rationality;rationalities
rationalization;rationalizations
raw;rawest
raw;rawer
re;res
reach;reached
reach;reaches
reaching;reachings
reacquire;reacquired
readjustment;readjustments
real;reals
real;realer
reale;reales
realisation;realisations
realise;realising
realise;realised
realise;realises
reality;realities
realization;realizations
realize;realized
realize;realizes
realize;realizing
reallocation;reallocations
reason;reasons
reason;reasoned
reassessment;reassessments
rebalance;rebalancing
rebalance;rebalanced
rebase;rebasing
rebase;rebased
rebate;rebates
rebate;rebated
rebate;rebating
rebut;rebutting
rebut;rebutted
rebut;rebuts
rebuttal;rebuttals
rec;recced
rec;recs
recalcitrant;recalcitrants
recall;recalls
recall;recalling
recall;recalled
recapitalization;recapitalizations
recapture;recaptured
recapture;recapturing
recapture;recaptures
recast;recasts
receipt;receipts
receipt;receipted
receipt;receipting
receivable;receivables
receive;receiving
receive;received
receive;receives
receiver;receivers
receivership;receiverships
recession;recessions
recharge;recharged
recharge;recharges
recipe;recipes
recipient;recipients
reciprocal;reciprocals
reciprocate;reciprocating
reciprocate;reciprocated
reciprocate;reciprocates
reclaim;reclaimed
reclaim;reclaiming
reclaim;reclaims
reclamation;reclamations
reclassification;reclassifications
reclassify;reclassified
reclassify;reclassifying
reclassify;reclassifies
recognise;recognised
recognise;recognises
recognise;recognising
recognition;recognitions
recognize;recognizes
recognize;recognized
recognize;recognizing
recommend;recommending
recommend;recommended
recommend;recommends
reconcile;reconciled
reconcile;reconciling
reconcile;reconciles
reconciliation;reconciliations
reconstruction;reconstructions
record;recorded
record;records
recording;recordings
recordkeep;recordkeeping
recourse;recourses
recover;recovering
recover;recovers
recover;recovered
recovery;recoveries
recreation;recreations
recruitment;recruitments
rectification;rectifications
recur;recurred
recur;recurs
recur;recurring
recurrence;recurrences
recycle;recycles
recycle;recycled
recycle;recycling
red;reds
red;redder
red;reddest
red;redded
redeem;redeemed
redeem;redeeming
redeem;redeems
redemption;redemptions
redesignate;redesignating
redesignate;redesignated
redesignate;redesignates
redesignation;redesignations
redetermination;redeterminations
rediscount;rediscounted
rediscount;rediscounting
redistribute;redistributed
redistribute;redistributing
redistribute;redistributes
reduce;reduced
reduce;reduces
reduce;reducing
reduction;reductions
redundancy;redundancies
refer;referred
refer;referring
refer;refers
refer;refering
refer;refered
reference;references
reference;referenced
reference;referencing
referendum;referendums
referendum;referenda
refinance;refinanced
refinancing;refinancings
refine;refined
refine;refining
refine;refines
reflect;reflected
reflect;reflecting
reflect;reflects
reform;reforms
reform;reformed
reformat;reformatting
reformat;reformatted
reformat;reformats
refund;refunding
refund;refunds
refund;refunded
refurbish;refurbished
refurbish;refurbishing
refurbish;refurbishes
refusal;refusals
refuse;refusing
refuse;refused
refuse;refuses
refuse;refusest
reg;regs
regard;regarded
regard;regards
regard;regarding
regime;regimes
region;regions
regional;regionals
register;registered
register;registers
register;registering
registrant;registrants
registrar;registrars
registration;registrations
regression;regressions
regroup;regroups
regroup;regrouped
regroup;regrouping
regular;regulars
regularisation;regularisations
regularise;regularised
regularise;regularising
regularise;regularises
regularity;regularities
regulate;regulated
regulate;regulating
regulate;regulates
regulation;regulations
regulator;regulators
rehabilitate;rehabilitated
rehabilitate;rehabilitating
rehabilitate;rehabilitates
rehabilitation;rehabilitations
reichsmark;reichsmarks
reimbursable;reimbursables
reimburse;reimbursed
reimburse;reimbursing
reimburse;reimburses
reimbursement;reimbursements
reinsurance;reinsurances
reinsure;reinsuring
reinsure;reinsured
reinsurer;reinsurers
reinvest;reinvesting
reinvest;reinvested
reinvest;reinvests
reinvestment;reinvestments
reissue;reissues
reissue;reissued
reissue;reissuing
reject;rejected
reject;rejects
reject;rejecting
rejection;rejections
relate;relating
relate;related
relate;relates
relation;relations
relationship;relationships
relative;relatives
release;releases
release;released
relevance;relevances
reliability;reliabilities
reliable;reliables
relief;reliefs
reload;reloading
reload;reloaded
reload;reloads
relocation;relocations
rely;relies
rely;relied
rely;relying
rem;rems
rem;remmed
remain;remained
remain;remains
remainder;remainders
remainder;remaindering
remainder;remaindered
remaining;remainings
remeasure;remeasured
remeasure;remeasuring
remedial;remedials
remedy;remedies
remedy;remedied
remedy;remedying
remit;remitted
remit;remits
remit;remitting
remittance;remittances
remote;remoter
remote;remotest
removal;removals
remove;removed
remove;removing
remove;removes
remuneration;remunerations
rendering;renderings
renege;reneged
renege;reneging
renege;reneges
renegotiate;renegotiated
renegotiate;renegotiating
renegotiate;renegotiates
renegotiation;renegotiations
renew;renewed
renew;renewing
renew;renews
renewable;renewables
renewal;renewals
rent;rented
rent;rents
rent;renting
rental;rentals
renunciation;renunciations
reoccurrence;reoccurrences
reorder;reordering
reorder;reordered
reorder;reorders
reorganisation;reorganisations
reorganise;reorganising
reorganise;reorganised
reorganise;reorganises
reorganization;reorganizations
rep;reps
rep;repped
rep;repping
repackage;repackaged
repackage;repackages
repackaging;repackagings
repair;repaired
repair;repairing
repair;repairs
repatriate;repatriating
repatriate;repatriated
repatriate;repatriates
repatriation;repatriations
repay;repaid
repay;repaying
repay;repays
repay;repayed
repayment;repayments
repeat;repeats
repeat;repeating
repeat;repeated
repetition;repetitions
replace;replacing
replace;replaced
replace;replaces
replacement;replacements
replenish;replenished
replenish;replenishing
replenish;replenishes
replenishment;replenishments
repo;repos
report;reported
report;reports
reporting;reportings
repossess;repossessed
repossess;repossessing
repossession;repossessions
represent;represents
represent;representing
represent;represented
representation;representations
representative;representatives
reprice;repricing
reproduction;reproductions
republic;republics
repudiation;repudiations
repurchase;repurchases
repurchase;repurchased
repurchase;repurchasing
reputation;reputations
repute;reputed
repute;reputing
request;requests
request;requested
request;requesting
require;required
require;requires
require;requiring
requirement;requirements
requisite;requisites
requisition;requisitions
requisition;requisitioning
requisition;requisitioned
rerout;rerouted
rerout;rerouting
resale;resales
rescind;rescinded
rescind;rescinding
rescind;rescinds
research;researched
research;researches
research;researching
resell;reselling
resell;resells
reseller;resellers
reservation;reservations
reserve;reserved
reserve;reserving
reserve;reserves
reservoir;reservoirs
reservoir;reservoired
reset;resets
reset;resetting
residence;residences
resident;residents
residential;residentials
residual;residuals
resold;resolder
resolution;resolutions
resolve;resolving
resolve;resolved
resolve;resolves
resource;resources
resource;resourced
resource;resourcing
respect;respected
respect;respects
respect;respecting
response;responses
response;responsed
responsibility;responsibilities
rest;rests
rest;rested
rest;resting
restart;restarted
restart;restarting
restart;restarts
restate;restates
restate;restating
restate;restated
restatement;restatements
restaurant;restaurants
restoration;restorations
restore;restored
restore;restoring
restore;restores
restrict;restricted
restrict;restricting
restrict;restricts
restriction;restrictions
restructuring;restructurings
result;resulting
result;resulted
result;results
resume;resumed
resume;resumes
resume;resuming
resurrect;resurrecting
resurrect;resurrected
resurrect;resurrects
retail;retails
retail;retailing
retail;retailed
retailer;retailers
retain;retains
retain;retained
retain;retaining
retainer;retainers
retention;retentions
retire;retired
retire;retiring
retire;retires
retiree;retirees
retirement;retirements
retrospective;retrospectives
return;returned
return;returns
returning;returnings
rev;revved
rev;revs
rev;revving
revaluation;revaluations
revalue;revalued
revalue;revaluing
revalue;revalues
revenue;revenues
reversal;reversals
reverse;reversed
reverse;reverses
reversing;reversings
reversion;reversions
review;reviewed
review;reviews
review;reviewing
reviewer;reviewers
revise;revised
revise;revising
revise;revises
revision;revisions
revoke;revoked
revoke;revoking
revoke;revokes
revolve;revolves
revolve;revolving
revolve;revolved
reward;rewards
reward;rewarded
reward;rewarding
rework;reworked
rework;reworks
rial;rials
ric;rics
rider;riders
riel;riels
rig;rigged
rig;rigging
rig;rigs
right;rights
right;righting
right;righted
right;rightest
rightsize;rightsizing
ring;rings
ring;ringing
ring;rang
ringgit;ringgits
rise;risen
rise;rises
risk;risks
risk;risked
risk;risking
riyal;riyals
ro;ros
road;roads
road;roading
road;roaded
robert;roberts
robust;robuster
roe;roes
roi;rois
role;roles
roll;rolled
roll;rolls
rolling;rollings
rollover;rollovers
rom;roms
room;rooms
room;roomed
room;rooming
root;rooted
root;roots
root;rooting
rotation;rotations
round;rounded
round;rounds
round;rounding
round;rounder
round;roundest
route;routes
route;routeing
routine;routines
routing;routings
row;rows
row;rowed
row;rowing
royalty;royalties
rpi;rpis
rpm;rpms
rubber;rubbers
rubel;rubels
ruble;rubles
rule;rules
rule;ruled
ruling;rulings
run;runs
run;runneth
run;runnin'
running;runnings
rupee;rupees
rupiah;rupiahs
s;ser
sa;sas
sa;saing
sab;sabs
sab;sabbing
sabbatical;sabbaticals
sac;sacs
safe;safest
safe;safer
safe;safes
safeguard;safeguarding
safeguard;safeguards
safeguard;safeguarded
safety;safeties
sage;sages
sage;sagest
sage;sager
salary;salaries
salvage;salvaged
salvage;salvaging
salvage;salvages
same;sames
sample;samples
sample;sampled
sampler;samplers
sampling;samplings
sap;sapped
sap;sapping
sap;saps
satellite;satellites
satisfaction;satisfactions
satisfy;satisfies
satisfy;satisfied
satisfy;satisfying
save;saved
save;saves
saving;savings
saye;sayes
scale;scaled
scale;scales
scalper;scalpers
scam;scams
scam;scammed
scandal;scandals
scatter;scattered
scatter;scatters
scenario;scenarios
scepticism;scepticisms
schedule;scheduled
schedule;schedules
schedule;scheduling
scheme;schemes
scheme;schemed
schilling;schillings
scholarship;scholarships
science;sciences
scient;scienter
scientific;scientifics
scope;scopes
scope;scoped
scorch;scorching
scorch;scorched
scorch;scorches
score;scores
score;scored
score;scoring
scorecard;scorecards
scrap;scraps
scrap;scrapped
scrip;scrips
scrub;scrubbed
scrub;scrubbing
scrub;scrubs
scrutinise;scrutinised
scrutinise;scrutinises
scrutinise;scrutinising
scrutiny;scrutinies
seal;sealed
seal;seals
season;seasons
season;seasoned
seasonal;seasonals
sec;secs
second;seconds
second;seconded
second;seconding
secondary;secondaries
secret;secrets
secretariat;secretariats
secretary;secretaries
secretary;secretarying
section;sections
section;sectioned
section;sectioning
sector;sectors
secure;securing
secure;secured
secure;secures
secure;securer
secure;securest
securitisation;securitisations
securitise;securitised
securitise;securitising
security;securities
see;seen
see;sees
see;seest
seed;seeds
seed;seeded
seek;sought
seek;seeks
seek;seekest
seeking;seekings
segment;segments
segment;segmented
segmentation;segmentations
segmenting;segmentings
segregate;segregated
segregate;segregating
segregate;segregates
segregation;segregations
seizure;seizures
select;selected
select;selecting
select;selects
selection;selections
selective;selectives
self;selves
self;selfing
sell;sold
sell;sells
sell;selled
seller;sellers
selling;sellings
semi;semis
seminar;seminars
senior;seniors
sensitive;sensitives
sensitivity;sensitivities
separate;separated
separate;separates
separate;separating
separation;separations
sequence;sequences
sequence;sequenced
sequence;sequencing
serial;serials
serial;serialled
service;services
service;serviced
servicing;servicings
serving;servings
set;sets
set;setted
setter;setters
setting;settings
settle;settled
settle;settles
settlement;settlements
settling;settlings
setup;setups
several;severals
severance;severances
severe;severest
severe;severer
severe;severes
severity;severities
shadow;shadowed
shadow;shadows
shadow;shadowing
shallow;shallows
shallow;shallower
shallow;shallowing
shallow;shallowest
shallow;shallowed
sham;shams
sham;shamming
share;shared
share;shares
shareholder;shareholders
shareholding;shareholdings
sharing;sharings
shark;sharks
shark;sharked
shark;sharking
sharpe;sharpest
sheet;sheets
sheet;sheeted
sheet;sheeting
shekel;shekels
shelf;shelves
shell;shells
shell;shelling
shell;shelled
shelter;sheltered
shelter;sheltering
shelter;shelters
shield;shields
shield;shielded
shield;shielding
shift;shifted
shift;shifts
shilling;shillings
ship;shipped
ship;ships
shipping;shippings
shoe;shoes
shoe;shod
shoe;shoeing
shoe;shoed
shop;shops
shop;shopped
shoplift;shoplifted
shoplift;shoplifting
shopping;shoppings
short;shorter
short;shortest
short;shorting
short;shorted
shortage;shortages
shortfall;shortfalls
shot;shots
shot;shotting
shot;shotted
should;shoulds
show;shows
show;showed
showing;showings
shown;showns
shrink;shrank
shrink;shrinking
shrink;shrunk
shrink;shrinks
shrinkage;shrinkages
shutdown;shutdowns
sick;sickest
sick;sicker
sick;sicking
sick;sicked
sick;sicks
side;sides
side;sided
sight;sighted
sight;sights
sign;signs
sign;signed
sign;signning
signature;signatures
significance;significances
signing;signings
silent;silents
silo;silos
silver;silvering
silver;silvered
silver;silvers
similar;similars
simple;simpler
simple;simplest
simple;simples
simple;simpling
simplification;simplifications
simplify;simplified
simplify;simplifying
simplify;simplifies
simulation;simulations
since;sinced
single;singled
single;singles
single;singling
sink;sunk
sink;sinks
sink;sank
sinking;sinkings
sip;sips
sip;sipping
sip;sipped
sister;sisters
site;sites
site;sited
situation;situations
size;sized
size;sizes
size;sizing
skeleton;skeletons
skepticism;skepticisms
skill;skills
skill;skilling
skim;skims
skim;skimmed
